game_id,title,platform,platform_type,platform_maker,platform_generation,genre,year,publisher,developer,publisher_region,publisher_tier,esrb_rating,metacritic_score,user_score,critic_review_count,user_review_count,na_sales_million,eu_sales_million,jp_sales_million,other_sales_million,global_sales_million,estimated_revenue_million_usd,launch_price_usd,is_sequel,online_multiplayer,dlc_released,microtransactions,loot_boxes,game_pass_available,vr_support,goty_nominated,goty_won,how_long_to_beat_main_hrs,how_long_to_beat_completionist_hrs
G004895,No Man's Sky Evolved,NES,Console,Nintendo,3,Sandbox,1985,Microsoft Studios,Nintendo,USA,AAA,E10+,72,7.0,14,133,38.99,25.45,7.49,6.21,78.14,3621.7,79.99,0,1,0,0,0,0,0,0,0,180.3,394.5
G004896,Stardew Odyssey,SNES,Console,Nintendo,4,Simulation,1990,Warner Bros. Games,Warner Bros. Games,USA,AAA,E,81,7.8,9,170,12.11,6.71,0.73,1.65,21.2,1004.2,59.99,0,0,1,0,0,0,0,0,0,40.6,90.3
G004897,WWE 2026,Xbox Series X/S,Console,Microsoft,9,Sports,2024,505 Games,505 Games,Italy,AA,M,67,6.6,8,135,10.63,8.34,2.73,3.93,25.63,992.23,69.99,1,1,1,1,0,0,0,0,0,28.6,106.1
G004898,Dark Knight,PC,PC,Various,0,Action,1989,Rockstar Games,Focus Entertainment,USA,AAA,T,70,8.3,31,337,4.77,4.12,0.4,1.28,10.57,200.33,9.99,0,0,1,0,0,0,0,0,0,9.4,32.6
G004899,Europa Universalis X,PSP,Handheld,Sony,7,Strategy,2005,Epic Games,id Software,USA,AAA,E,67,7.0,9,131,6.07,3.33,0.61,0.93,10.94,347.57,49.99,1,0,1,0,0,0,0,0,0,50.4,129.4
G004900,Oxenfree Reborn,Nintendo 64,Console,Nintendo,5,Adventure,1996,Raw Fury,Raw Fury,Sweden,Indie,M,67,6.5,13,501,0.71,0.42,0.08,0.26,1.47,55.02,59.99,0,0,0,0,0,0,0,0,0,11.6,48.8
G004901,Gone Home Origins,Xbox Series X/S,Console,Microsoft,9,Adventure,2023,Ghost Ship Games,Rockstar Games,Denmark,Indie,Not Rated,58,5.6,20,139,1.05,0.94,0.16,0.4,2.55,79.13,59.99,0,0,0,0,0,1,0,0,0,15.1,35.5
G004902,King of Fighters 2024,SNES,Console,Nintendo,4,Fighting,1997,Konami,Konami,Japan,AAA,T,85,8.9,38,44,9.32,4.03,3.02,3.62,19.99,939.03,39.99,1,1,1,0,0,0,0,0,0,4.2,13.9
G004903,F1 2026,PlayStation 3,Console,Sony,7,Sports,2006,Square Enix,Square Enix,Japan,AAA,E10+,75,7.4,43,182,12.24,5.43,8.27,2.63,28.57,1048.26,49.99,1,1,1,0,0,0,0,0,0,20.9,47.3
G004904,Batman: Arkham Horizon,PlayStation 5,Console,Sony,9,Action,2021,Capcom,Capcom,Japan,AAA,T,78,7.5,72,20,15.43,6.34,8.43,2.4,32.6,1015.51,59.99,0,1,0,0,0,1,0,0,0,12.1,43.8
G004905,Dead Space 5,PC,PC,Various,0,Survival Horror,2011,FromSoftware,FromSoftware,Japan,AAA,E,68,7.1,103,2217,5.47,3.38,4.05,1.23,14.13,266.34,49.99,1,1,0,0,0,0,0,0,0,12.2,56.0
G004906,Planet Chronicles,PlayStation,Console,Sony,5,Simulation,1999,Warner Bros. Games,Warner Bros. Games,USA,AAA,E10+,58,5.0,45,49,1.9,1.62,0.42,0.58,4.52,188.24,79.99,0,1,0,0,0,0,0,0,0,39.9,126.9
G004907,Devil May Strike,Xbox One,Console,Microsoft,8,Action,2020,Double Fine,Other,USA,AA,T,76,7.7,22,317,17.22,13.1,3.06,2.89,36.27,1355.08,39.99,0,0,0,0,0,0,0,0,0,18.2,42.1
G004908,Oxenfree Legacy,PlayStation,Console,Sony,5,Adventure,1996,Epic Games,Epic Games,USA,AAA,M,84,8.5,20,157,10.87,7.81,1.07,2.49,22.24,1091.15,59.99,0,0,0,1,0,0,0,0,0,9.8,33.6
G004909,Dragon Quest IX,PlayStation Vita,Handheld,Sony,8,Role-Playing,2019,Bethesda Softworks,Bethesda Softworks,USA,AAA,M,72,7.6,29,29,8.07,3.72,0.84,2.02,14.65,415.72,49.99,1,0,0,0,0,0,0,0,0,34.2,166.0
G004910,PUBG: Eternal,Wii,Console,Nintendo,7,Battle Royale,2010,Ubisoft,Ubisoft,France,AAA,E,83,8.6,28,79,21.79,18.09,3.7,6.49,50.07,2193.89,59.99,0,1,1,0,0,0,0,0,0,115.6,318.5
G004911,The Witcher 6: Dark Below,GameCube,Console,Nintendo,6,Role-Playing,2004,Klei Entertainment,Warner Bros. Games,Canada,Indie,M,80,7.6,15,1114,1.89,0.97,0.44,0.58,3.88,191.11,59.99,0,1,0,0,0,0,0,0,0,66.0,185.2
G004912,What Remains of Odyssey,PlayStation 4,Console,Sony,8,Adventure,2021,Ubisoft,Ubisoft,France,AAA,E10+,79,7.2,152,705,2.87,1.73,0.15,0.64,5.39,182.27,79.99,0,0,1,1,1,0,0,0,0,16.0,37.4
G004913,Elden Odyssey,Sega Genesis,Console,Sega,4,Role-Playing,1995,Insomniac Games,Insomniac Games,USA,AAA,E,89,9.1,31,128,5.85,2.68,0.38,1.24,10.15,355.43,79.99,0,0,0,0,0,0,0,0,0,60.3,185.4
G004914,Donkey Kong Reborn,Xbox,Console,Microsoft,6,Platform,2006,Warner Bros. Games,Double Fine,USA,AAA,Not Rated,84,8.2,22,75,11.24,9.82,2.49,2.05,25.6,1145.89,59.99,0,1,1,0,0,0,0,0,0,11.7,38.4
G004915,Kirby's Genesis,SNES,Console,Nintendo,4,Platform,1997,505 Games,Nintendo,Italy,AA,T,62,6.7,6,1599,0.58,0.25,0.06,0.06,0.95,39.35,39.99,0,0,1,0,0,0,0,0,0,10.5,30.0
G004916,The Witcher 3: Reckoning,Sega Saturn,Console,Sega,5,Role-Playing,1994,Microsoft Studios,Microsoft Studios,USA,AAA,E,71,9.6,43,28,2.03,1.42,0.16,0.65,4.26,161.01,39.99,0,0,0,0,0,0,0,0,0,49.4,153.1
G004917,Euro Truck Simulator 3,SNES,Console,Nintendo,4,Simulation,1995,Electronic Arts,Electronic Arts,USA,AAA,T,79,6.6,22,404,16.65,7.77,4.62,6.64,35.68,1289.63,59.99,1,1,0,1,0,0,0,0,0,27.5,72.1
G004918,Shadow of City,Mobile (iOS),Mobile,Apple,0,Misc,2019,Ubisoft,Ubisoft,France,AAA,Not Rated,75,6.2,29,150,14.44,8.88,1.74,5.38,30.44,59.38,4.99,0,1,0,0,0,0,0,0,0,17.4,83.0
G004919,Portal 4,PC,PC,Various,0,Puzzle,2000,Bethesda Softworks,Bethesda Softworks,USA,AAA,T,83,9.1,19,6,8.96,7.11,0.52,3.01,19.6,311.08,14.99,1,0,0,1,0,0,0,0,0,10.5,33.9
G004920,Portal 2,Mobile (iOS),Mobile,Apple,0,Puzzle,2016,Valve,Valve,USA,AAA,T,88,9.0,63,295,42.11,33.05,12.34,12.94,100.44,203.99,4.99,1,1,1,0,0,0,0,1,0,9.0,24.5
G004921,Alien: Rising Sun,NES,Console,Nintendo,3,Survival Horror,1987,Konami,Konami,Japan,AAA,T,81,7.7,6,521,5.34,3.8,2.17,1.73,13.04,460.72,39.99,0,0,0,0,0,0,0,0,0,9.5,30.9
G004922,Dead Space 2,Wii U,Console,Nintendo,8,Survival Horror,2016,Klei Entertainment,Klei Entertainment,Canada,Indie,M,78,8.0,18,237,2.06,1.06,0.16,0.54,3.82,178.14,39.99,1,1,0,0,0,0,1,0,0,14.5,55.8
G004923,Halo Evolved,Browser,Browser,Various,0,Action-Adventure,2018,Focus Entertainment,CD Projekt,France,AA,E,78,7.6,11,70,0.41,0.36,0.04,0.09,0.9,0.0,0.0,0,0,1,0,0,0,0,0,0,10.1,25.5
G004924,Shadow of Kingdom,PlayStation 2,Console,Sony,6,Action,2005,Paradox Interactive,Paradox Interactive,Sweden,AA,M,63,5.5,4,551,1.08,0.68,0.14,0.27,2.17,74.87,49.99,0,1,0,0,0,0,0,0,0,10.5,29.7
G004925,Two Point Abyss,NES,Console,Nintendo,3,Simulation,1988,Activision Blizzard,Activision Blizzard,USA,AAA,M,68,7.2,52,484,3.13,1.32,0.57,1.15,6.17,225.1,59.99,0,1,0,1,0,0,0,0,0,34.6,155.9
G004926,Candy Saga,Xbox,Console,Microsoft,6,Puzzle,2007,Microsoft Studios,Microsoft Studios,USA,AAA,M,83,7.0,9,137,2.18,1.02,0.26,0.68,4.14,206.0,59.99,0,0,0,0,0,0,0,0,0,8.8,36.8
G004927,Mortal Kombat XVI,Browser,Browser,Various,0,Fighting,2010,Capcom,Capcom,Japan,AAA,T,75,9.5,29,312,12.82,11.09,10.89,1.34,36.14,0.0,0.0,1,1,0,0,0,0,0,0,0,3.9,10.7
G004928,Crash Bandicoot Origins,PC,PC,Various,0,Platform,2009,Coffee Stain,Coffee Stain,Sweden,Indie,M,62,6.1,10,87,1.08,0.85,0.18,0.43,2.54,57.59,14.99,0,0,0,0,0,0,0,0,0,5.8,16.6
G004929,Rainbow Six: Realm,Nintendo Switch,Hybrid,Nintendo,9,Shooter,2021,Insomniac Games,Insomniac Games,USA,AAA,T,65,5.7,7,111,5.87,2.65,1.63,1.18,11.33,401.21,69.99,0,1,1,1,0,0,0,0,0,9.8,43.0
G004930,God of Thunder,Dreamcast,Console,Sega,6,Rhythm,2001,Take-Two Interactive,Ghost Ship Games,USA,AAA,E,74,8.8,59,665,4.37,3.91,0.87,1.73,10.88,389.45,79.99,0,0,1,0,0,0,0,0,0,12.9,53.3
G004931,Ridge Racer 3,Mobile (Android),Mobile,Google,0,Racing,2022,Remedy Entertainment,Remedy Entertainment,Finland,AA,T,84,9.0,8,300,22.45,10.69,3.47,4.47,41.08,101.9,2.99,1,0,1,0,0,0,0,0,0,14.3,39.7
G004932,StarCraft 3,Atari 2600,Console,Atari,2,Strategy,1990,Rockstar Games,Rockstar Games,USA,AAA,T,99,9.3,11,264,25.67,18.67,3.29,5.47,53.1,1744.34,39.99,1,1,1,0,0,0,0,0,0,45.5,196.3
G004933,Age of Empires XII,PC,PC,Various,0,Strategy,1987,Ubisoft,tinyBuild,France,AAA,T,82,8.5,25,580,4.23,3.66,1.15,0.66,9.7,149.65,49.99,1,1,1,1,0,0,0,0,0,27.1,113.8
G004934,Resident Evil 2,Mobile (Android),Mobile,Google,0,Survival Horror,2026,FromSoftware,FromSoftware,Japan,AAA,Not Rated,84,9.9,50,32,77.67,54.44,47.92,18.4,198.43,482.42,2.99,1,1,1,0,0,0,0,0,0,9.7,30.2
G004935,Dragon Quest VIII,PlayStation Vita,Handheld,Sony,8,Role-Playing,2014,Ghost Ship Games,Humble Games,Denmark,Indie,E,82,6.5,26,659,0.22,0.18,0.06,0.08,0.54,17.88,29.99,1,0,0,0,0,0,0,0,0,61.4,180.1
G004936,Gran Turismo 6,Wii,Console,Nintendo,7,Racing,2010,id Software,id Software,USA,AAA,M,80,9.8,47,48,16.68,10.43,1.48,4.42,33.01,1344.2,59.99,1,0,0,0,0,0,0,0,0,18.3,50.3
G004937,Shadow Unleashed,Mobile (Android),Mobile,Google,0,Action,2012,Sega,Nintendo,Japan,AAA,E,78,8.0,32,383,20.1,17.95,4.07,7.5,49.62,109.28,2.99,0,0,1,0,0,0,0,0,0,19.2,71.3
G004938,F1 2025,PSP,Handheld,Sony,7,Sports,2011,Epic Games,Epic Games,USA,AAA,M,70,7.3,20,229,7.94,6.39,0.89,2.95,18.17,395.45,29.99,1,1,1,0,0,0,0,0,0,22.7,112.7
G004939,Super Mario Awakening,Mobile (iOS),Mobile,Apple,0,Platform,2018,Team17,Team17,UK,AA,E10+,74,7.4,19,104,7.49,5.41,1.14,2.64,16.68,49.54,0.0,0,1,1,0,0,0,0,0,0,13.7,44.3
G004940,Titanfall 4,Nintendo Switch,Hybrid,Nintendo,9,Shooter,2021,Activision Blizzard,Activision Blizzard,USA,AAA,M,89,8.2,40,47,73.4,41.3,10.98,11.07,136.75,5876.04,39.99,1,1,0,1,0,1,0,1,0,11.0,47.4
G004941,Counter-Strike Evolved,Xbox One,Console,Microsoft,8,Shooter,2019,Coffee Stain,id Software,Sweden,Indie,M,65,6.0,6,213,1.58,0.74,0.33,0.28,2.93,117.25,39.99,0,1,0,1,0,0,0,0,0,1.1,3.5
G004942,Halo Origins,Wii,Console,Nintendo,7,Misc,2008,Devolver Digital,Focus Entertainment,USA,AA,T,42,4.5,4,2,0.48,0.27,0.03,0.12,0.9,38.11,59.99,0,0,1,0,0,0,0,0,0,13.2,35.1
G004943,XCOM 4,NES,Console,Nintendo,3,Strategy,1989,Sega,Sega,Japan,AAA,E,80,7.8,93,90,8.86,6.08,4.99,3.54,23.47,797.83,39.99,1,0,1,0,0,0,0,0,0,33.8,90.1
G004944,Warzone 5,Nintendo Switch,Hybrid,Nintendo,9,Battle Royale,2026,Deep Silver,Deep Silver,Germany,AA,T,75,8.2,15,637,5.98,4.83,0.37,1.2,12.38,358.94,29.99,1,1,1,1,1,1,0,0,0,74.9,265.1
G004945,Elder Scrolls Online: Rising Sun,PlayStation 3,Console,Sony,7,MMORPG,2006,Microsoft Studios,Microsoft Studios,USA,AAA,M,91,8.6,5,515,56.98,23.26,9.71,15.87,105.82,3743.06,49.99,0,1,1,0,0,0,0,0,0,123.7,408.0
G004946,Microsoft Flight Simulator 2025,Wii U,Console,Nintendo,8,Simulation,2016,Epic Games,Microsoft Studios,USA,AAA,E,64,6.4,9,202,4.84,2.14,0.42,1.25,8.65,417.93,79.99,1,1,1,0,0,0,0,0,0,30.4,64.9
G004947,Tekken 5,Sega Genesis,Console,Sega,4,Fighting,1996,Nintendo,Nintendo,Japan,AAA,M,90,8.6,23,138,13.54,9.33,11.03,5.01,38.91,1606.61,59.99,1,1,1,1,0,0,0,0,0,6.8,21.0
G004948,Halo Remastered,Mobile (iOS),Mobile,Apple,0,Action-Adventure,2014,Raw Fury,Raw Fury,Sweden,Indie,M,82,10.0,40,92,2.48,1.69,0.42,0.89,5.48,15.01,0.0,0,0,0,1,0,0,0,0,0,16.8,52.8
G004949,WWE 2026,Nintendo Switch 2,Hybrid,Nintendo,10,Sports,2025,Sony Interactive,Sony Interactive,Japan,AAA,T,72,7.0,7,421,22.33,9.62,17.51,8.73,58.19,1887.23,39.99,1,1,1,1,0,0,0,0,0,25.9,106.8
G004950,eFootball 2023,GameCube,Console,Nintendo,6,Sports,2007,Sega,Sega,Japan,AAA,E10+,66,7.2,20,447,16.4,11.35,13.7,5.6,47.05,2205.91,49.99,1,1,1,0,0,0,0,0,0,15.4,75.8
G004951,Portal 2,Mobile (Android),Mobile,Google,0,Puzzle,2014,Activision Blizzard,Activision Blizzard,USA,AAA,T,74,6.6,8,263,26.6,15.27,5.84,8.88,56.59,165.63,2.99,1,0,1,0,0,0,0,0,0,10.0,41.5
G004952,Final Fantasy IX,Sega Saturn,Console,Sega,5,Role-Playing,1997,Activision Blizzard,Activision Blizzard,USA,AAA,E,76,7.1,8,69,27.29,13.0,4.47,9.44,54.2,2002.53,59.99,1,0,1,0,0,0,0,0,0,70.1,185.5
G004953,Mario Kart 3,PlayStation Vita,Handheld,Sony,8,Racing,2014,Deep Silver,CD Projekt,Germany,AA,E,78,8.8,99,132,1.85,0.9,0.46,0.24,3.45,99.06,29.99,1,0,0,1,1,0,0,0,0,21.2,62.9
G004954,Spyro: Shadow War,PlayStation 4,Console,Sony,8,Platform,2015,FromSoftware,Naughty Dog,Japan,AAA,M,65,7.9,29,1987,5.01,3.22,3.53,1.74,13.5,490.28,59.99,0,1,1,1,0,0,0,0,0,15.9,57.1
G004955,Doom 3,Nintendo DS,Handheld,Nintendo,7,Action,2008,Bungie,Bungie,USA,AAA,T,86,7.9,41,197,3.62,2.56,0.82,0.91,7.91,229.95,19.99,1,1,1,0,0,0,0,1,0,11.8,25.4
G004956,Titanfall 5,NES,Console,Nintendo,3,Shooter,1985,Sony Interactive,Motion Twin,Japan,AAA,M,87,8.8,15,91,20.67,9.72,14.91,3.54,48.84,1911.4,79.99,1,1,1,0,0,0,0,0,0,6.9,14.3
G004957,Dark Genesis,Xbox Series X/S,Console,Microsoft,9,Action-Adventure,2024,THQ Nordic,THQ Nordic,Austria,AA,M,71,6.1,19,51,1.5,1.3,0.22,0.48,3.5,148.38,69.99,0,1,0,0,0,1,0,0,0,9.2,29.0
G004958,Crash Bandicoot Chronicles,Sega Genesis,Console,Sega,4,Platform,1990,Microsoft Studios,2K Games,USA,AAA,T,63,6.8,62,195,3.48,1.93,0.9,0.54,6.85,247.99,49.99,0,0,1,0,0,0,0,0,0,5.0,12.5
G004959,Valorant : Redux,Game Boy Advance,Handheld,Nintendo,6,Shooter,2001,Epic Games,Focus Entertainment,USA,AAA,M,65,6.1,50,298,2.51,1.03,0.59,0.74,4.87,122.39,29.99,0,1,1,0,0,0,0,0,0,4.2,20.6
G004960,Company of Heroes 5,Mobile (Android),Mobile,Google,0,Strategy,2019,Sega,Sega,Japan,AAA,T,85,8.8,14,1367,10.03,8.61,5.24,1.97,25.85,60.91,0.99,1,1,0,0,0,0,0,0,0,56.8,271.8
G004961,Madden NFL 2024,NES,Console,Nintendo,3,Sports,1989,Sony Interactive,Sony Interactive,Japan,AAA,E,68,6.8,31,257,6.93,4.96,1.38,1.99,15.26,588.33,79.99,1,1,0,0,0,0,0,0,0,14.5,56.6
G004962,Professor Layton and the Legend,Game Boy,Handheld,Nintendo,4,Puzzle,2000,Supergiant Games,Bandai Namco,USA,Indie,M,61,7.2,34,1012,0.09,0.04,0.01,0.03,0.17,4.39,49.99,0,0,1,0,0,0,0,0,0,9.0,31.6
G004963,F1 2023,PlayStation,Console,Sony,5,Sports,1998,Sega,Sega,Japan,AAA,M,89,8.3,96,342,15.4,6.28,11.74,1.95,35.37,1666.11,79.99,1,1,1,0,0,0,0,1,0,22.7,95.4
G004964,God of Chaos,Nintendo Switch,Hybrid,Nintendo,9,Action-Adventure,2018,Microsoft Studios,Microsoft Studios,USA,AAA,T,83,8.7,21,904,12.2,5.51,0.92,2.29,20.92,884.73,69.99,0,0,1,1,0,0,0,0,0,12.3,44.8
G004965,Halo Remastered,PlayStation 2,Console,Sony,6,Action-Adventure,2011,Raw Fury,Unknown Worlds,Sweden,Indie,T,81,7.4,37,602,0.79,0.66,0.18,0.21,1.84,61.31,59.99,0,0,1,0,0,0,0,0,0,14.4,53.1
G004966,Shadow of Valley,Game Boy,Handheld,Nintendo,4,Action,1993,Epic Games,Epic Games,USA,AAA,T,80,7.3,18,170,13.54,7.96,1.37,4.62,27.49,870.81,49.99,1,0,1,0,0,0,0,0,0,7.8,29.6
G004967,Metal Gear Saga,Nintendo 3DS,Handheld,Nintendo,8,Action,2012,Konami,Konami,Japan,AAA,T,87,8.8,19,598,22.69,16.15,15.3,2.88,57.02,1931.59,29.99,0,0,1,1,0,0,0,0,0,8.5,17.3
G004968,MLB The Show 2025,Xbox,Console,Microsoft,6,Sports,2009,id Software,FromSoftware,USA,AAA,T,65,5.5,17,399,45.05,21.4,12.83,5.71,84.99,4120.65,59.99,1,1,1,0,0,0,0,0,0,27.8,55.9
G004969,Tales of Island,Xbox Series X/S,Console,Microsoft,9,Role-Playing,2022,Capcom,Raw Fury,Japan,AAA,T,92,10.0,12,311,46.04,37.22,33.97,10.16,127.39,5325.73,69.99,1,0,0,1,0,1,0,1,0,70.5,329.2
G004970,Euro Truck Simulator 6,SNES,Console,Nintendo,4,Simulation,1995,Rockstar Games,Rockstar Games,USA,AAA,E10+,67,5.9,9,371,2.42,2.16,0.15,0.58,5.31,169.11,49.99,1,0,1,0,0,0,0,0,0,27.8,95.2
G004971,Myst Origins,PC,PC,Various,0,Adventure,2019,Coffee Stain,Motion Twin,Sweden,Indie,T,80,6.6,4,200,0.05,0.03,0.01,0.02,0.11,2.19,29.99,0,0,0,0,0,0,0,0,0,13.4,54.3
G004972,Planet Odyssey,Game Boy Advance,Handheld,Nintendo,6,Simulation,2007,2K Games,2K Games,USA,AAA,E,70,7.0,21,81,5.79,3.94,0.48,2.12,12.33,406.31,19.99,0,0,0,0,0,0,0,0,0,67.2,192.7
G004973,Metal Gear Genesis,Sega Genesis,Console,Sega,4,Action-Adventure,1997,Devolver Digital,Devolver Digital,USA,AA,E10+,64,6.7,17,611,1.17,0.88,0.3,0.4,2.75,100.36,39.99,0,0,0,0,0,0,0,0,0,16.6,53.1
G004974,Need for Speed: The Fallen,Sega Genesis,Console,Sega,4,Racing,1997,Sony Interactive,Sony Interactive,Japan,AAA,T,69,6.6,7,491,0.8,0.57,0.56,0.23,2.16,106.47,79.99,0,0,1,0,0,0,0,0,0,16.6,53.3
G004975,Forza Motorsport 4,PC,PC,Various,0,Racing,1997,Activision Blizzard,THQ Nordic,USA,AAA,M,79,6.8,25,116,2.2,1.41,0.34,0.76,4.71,83.62,29.99,1,0,1,0,0,0,0,0,0,17.8,42.0
G004976,eFootball 2025,Browser,Browser,Various,0,Sports,2007,FromSoftware,FromSoftware,Japan,AAA,T,83,10.0,17,22,28.52,18.71,8.91,7.23,63.37,0.0,0.0,1,1,1,0,0,0,0,0,0,22.3,102.2
G004977,Batman: Arkham Realm,Stadia,Streaming,Google,9,Action,2022,THQ Nordic,THQ Nordic,Austria,AA,M,41,4.2,4,62,0.82,0.7,0.2,0.32,2.04,0.0,9.99,0,0,1,0,0,0,0,0,0,13.8,54.1
G004978,UFC 3,PlayStation 4,Console,Sony,8,Sports,2016,Konami,Konami,Japan,AAA,M,81,9.5,52,190,36.81,20.46,26.87,9.8,93.94,3415.47,69.99,1,1,1,1,0,0,0,0,0,24.9,63.9
G004979,Batman: Arkham Frontier,Mobile (iOS),Mobile,Apple,0,Action,2024,2K Games,2K Games,USA,AAA,M,77,6.9,17,270,47.23,29.24,9.68,5.14,91.29,270.31,2.99,0,0,1,0,0,0,0,0,0,15.9,64.3
G004980,Batman: Arkham Kingdom,Atari 2600,Console,Atari,2,Action,1992,Capcom,Nintendo,Japan,AAA,T,81,8.1,8,46,17.29,15.48,4.57,6.36,43.7,1468.9,79.99,0,1,0,0,0,0,0,0,0,13.9,56.1
G004981,Battlefield Odyssey,Game Boy Advance,Handheld,Nintendo,6,Shooter,2004,Bungie,Bungie,USA,AAA,E,75,7.8,21,921,3.69,2.88,0.8,1.24,8.61,263.93,39.99,0,1,1,1,0,0,0,0,0,3.2,12.5
G004982,Doom Unleashed,PlayStation,Console,Sony,5,Action,1998,Klei Entertainment,Klei Entertainment,Canada,Indie,E,68,4.8,56,180,0.67,0.42,0.16,0.25,1.5,52.77,39.99,0,0,0,0,0,0,0,0,0,12.2,38.7
G004983,Shadow of Horizon,PC,PC,Various,0,Action-Adventure,1993,Bungie,Bungie,USA,AAA,E10+,87,8.8,53,60,4.49,3.48,0.34,0.63,8.94,214.21,59.99,0,0,1,0,0,0,0,1,0,8.9,20.6
G004984,Call of Duty: Eternal,SNES,Console,Nintendo,4,Shooter,2001,FromSoftware,Square Enix,Japan,AAA,M,77,7.5,19,305,13.31,11.98,5.27,2.38,32.94,1216.8,39.99,0,1,0,1,0,0,0,0,0,9.3,39.5
G004985,Dirt 2,PlayStation Vita,Handheld,Sony,8,Racing,2017,Deep Silver,Deep Silver,Germany,AA,M,64,7.4,12,43,5.27,2.38,0.33,0.56,8.54,248.45,39.99,1,0,1,0,0,0,1,0,0,13.5,42.1
G004986,Need for Speed: Reckoning,NES,Console,Nintendo,3,Racing,1998,Valve,Valve,USA,AAA,M,76,7.0,15,951,22.21,15.41,5.55,6.97,50.14,1879.88,69.99,0,1,1,0,0,0,0,0,0,19.6,72.7
G004987,King of Fighters 2023,PC,PC,Various,0,Fighting,1993,CD Projekt,CD Projekt,Poland,AAA,T,82,8.9,21,1038,4.84,3.85,1.32,0.87,10.88,168.03,29.99,1,1,1,0,0,0,0,0,0,5.8,23.5
G004988,UFC 3,PSP,Handheld,Sony,7,Sports,2013,Devolver Digital,Devolver Digital,USA,AA,E10+,67,7.8,12,696,1.85,0.78,0.3,0.72,3.65,84.17,29.99,1,1,0,0,0,0,0,0,0,21.7,64.1
G004989,Ghost Unleashed,GameCube,Console,Nintendo,6,Action,2004,Sony Interactive,505 Games,Japan,AAA,T,50,5.2,2,14,6.23,4.46,2.5,2.39,15.58,664.21,59.99,0,0,0,0,0,0,0,0,0,10.7,43.8
G004990,eFootball 2024,GameCube,Console,Nintendo,6,Sports,2007,Nintendo,Nintendo,Japan,AAA,M,62,5.4,44,85,21.15,15.45,7.2,6.3,50.1,1768.96,49.99,1,1,1,0,0,0,0,0,0,17.1,83.9
G004991,Doom 3,Wii,Console,Nintendo,7,Action,2012,Paradox Interactive,Paradox Interactive,Sweden,AA,M,75,6.5,4,94,5.27,3.7,1.06,1.55,11.58,372.18,79.99,1,1,1,0,0,0,0,0,0,8.1,33.2
G004992,FIFA 2025,Xbox,Console,Microsoft,6,Sports,2002,CD Projekt,CD Projekt,Poland,AAA,M,71,7.6,26,250,76.42,59.64,14.27,28.67,179.0,6687.75,69.99,1,1,1,0,0,0,0,0,0,15.4,64.8
G004993,Kirby's Reborn,Xbox 360,Console,Microsoft,7,Platform,2012,Bethesda Softworks,Bethesda Softworks,USA,AAA,E10+,70,6.5,30,22,21.25,12.79,6.18,7.49,47.71,1613.68,49.99,0,0,0,0,0,0,0,0,0,10.3,49.7
G004994,Sonic the Hedgehog 2,Game Boy,Handheld,Nintendo,4,Platform,2000,Humble Games,Unknown Worlds,USA,Indie,E10+,65,6.3,52,31,0.19,0.1,0.06,0.07,0.42,14.41,29.99,1,0,0,0,0,0,0,0,0,8.3,28.0
G004995,Doom Origins,PlayStation Vita,Handheld,Sony,8,Action,2014,Bandai Namco,Sega,Japan,AAA,M,59,4.3,18,35,2.86,1.33,1.24,1.06,6.49,159.22,39.99,0,1,0,0,0,0,0,0,0,16.6,59.1
G004996,Metal Gear Saga,PlayStation 3,Console,Sony,7,Action-Adventure,2006,Paradox Interactive,Paradox Interactive,Sweden,AA,M,69,7.8,28,118,0.39,0.28,0.11,0.1,0.88,32.42,39.99,0,0,0,1,0,0,0,0,0,13.2,30.4
G004997,Shadow of City,PlayStation 2,Console,Sony,6,Action-Adventure,2004,Bethesda Softworks,Naughty Dog,USA,AAA,M,73,7.8,31,104,2.67,1.99,0.72,0.79,6.17,301.15,39.99,0,0,1,0,0,0,0,0,0,12.7,25.6
G004998,Rise of the Genesis,Game Boy Color,Handheld,Nintendo,5,Misc,1999,Team17,Take-Two Interactive,UK,AA,M,61,4.9,12,169,0.23,0.17,0.01,0.05,0.46,13.21,39.99,0,1,0,1,0,0,0,0,0,8.5,25.1
G004999,NBA 2025,Xbox 360,Console,Microsoft,7,Sports,2008,Bethesda Softworks,Bethesda Softworks,USA,AAA,E10+,72,7.9,12,152,18.47,13.11,1.41,6.88,39.87,1448.95,79.99,1,1,0,0,0,0,0,0,0,6.0,12.8
G005000,Rainbow Six: Island,PC,PC,Various,0,Shooter,2020,Activision Blizzard,Devolver Digital,USA,AAA,T,68,6.5,9,54,40.05,17.31,5.18,13.2,75.74,1292.48,39.99,1,1,1,1,0,0,0,0,0,4.3,13.2
G005001,NHL 2025,PlayStation 4,Console,Sony,8,Sports,2022,Larian Studios,Microsoft Studios,Belgium,AA,T,75,6.7,13,1074,9.12,7.78,2.48,1.54,20.92,1031.19,39.99,1,1,0,1,0,0,0,0,0,16.0,64.1
G005002,Abyss of the Odyssey,Stadia,Streaming,Google,9,Role-Playing,2020,Activision Blizzard,Activision Blizzard,USA,AAA,T,72,6.9,20,238,8.75,5.85,2.36,1.56,18.52,0.0,0.0,0,1,0,0,0,0,1,0,0,52.5,251.3
